cost, Xtau, XN, Ztau, ZN
0.514304631991118,5.1815,19.0,1.205,13.0
0.5060062257862015,5.1815,19.0,1.8075,13.0
0.5150778299169818,5.00075,16.0,1.50625,16.0
0.4987948737175404,5.543,19.0,1.8075,19.0
0.49892455946588954,5.543,25.0,1.8075,19.0
0.49777654812233807,5.543,25.0,2.41,19.0
0.5005900627559013,5.543,25.0,1.8075,25.0
0.49700168988837523,5.543,19.0,2.41,19.0
0.49660814093408934,5.543,19.0,2.41,25.0
0.5000910136443977,5.543,19.0,1.8075,25.0
0.4975315250824329,5.1815,25.0,1.8075,19.0
0.492628099342994,5.1815,25.0,2.41,19.0
0.4928353034631334,5.1815,25.0,2.41,25.0
0.49689803183221726,5.1815,25.0,1.8075,25.0
0.49433554780597466,5.1815,19.0,2.41,19.0
0.49473046556236644,5.1815,19.0,2.41,25.0
0.49715570644500406,5.1815,19.0,1.8075,25.0
0.5019018051761156,5.36225,22.0,2.10875,22.0
0.4989317059439018,5.543,13.0,1.8075,19.0
0.4983869565258858,5.543,13.0,1.205,19.0
0.5005782453955867,5.543,13.0,1.8075,13.0
0.49776379261375214,5.543,19.0,1.205,19.0
0.5052764462285027,5.543,19.0,1.205,13.0
0.49954164210355223,5.543,19.0,1.8075,13.0
0.49998426830264875,5.36225,16.0,1.50625,16.0
0.4969359532459767,5.543,25.0,1.205,19.0
0.4986848108703299,5.543,25.0,1.8075,13.0
0.4980914083730248,5.1815,25.0,1.205,19.0
0.5129025645252026,5.1815,25.0,1.205,13.0
0.5042340796205436,5.1815,25.0,1.8075,13.0
0.5030477433398317,5.36225,22.0,1.50625,16.0
0.4974443047249637,5.543,19.0,2.41,13.0
0.4925524424082254,5.1815,25.0,2.41,13.0
0.4940464285044679,5.1815,19.0,2.41,13.0
0.5020305619581616,5.36225,22.0,2.10875,16.0
0.505234887622209,5.543,19.0,1.205,25.0
0.5132159742570787,5.1815,25.0,1.205,25.0
0.5144253823746763,5.1815,19.0,1.205,25.0
0.4928380765422111,5.36225,22.0,1.50625,22.0
0.4965580156688334,5.543,13.0,2.41,19.0
0.49625107977712457,5.1815,13.0,2.41,19.0
0.4958409686821875,5.1815,13.0,2.41,13.0
0.4999173107957421,5.36225,16.0,2.10875,16.0
0.49959281829183677,5.543,13.0,1.8075,25.0
0.4967370175589332,5.1815,13.0,2.41,25.0
0.4979692232915496,5.1815,13.0,1.8075,25.0
0.4999950832407767,5.36225,16.0,2.10875,22.0
0.5145383676026776,5.1815,13.0,1.205,25.0
0.49970452893466943,5.36225,16.0,1.50625,22.0
0.2950980502443863,4.82,25.0,1.8075,19.0
0.37651512055517644,4.82,25.0,1.205,19.0
0.5962203190894441,4.82,25.0,1.8075,13.0
0.48699071593650933,5.00075,22.0,1.50625,16.0
0.2625842714504911,4.82,25.0,2.41,19.0
0.5703566867586042,4.82,19.0,2.41,19.0
0.5879184941975113,4.82,19.0,2.41,13.0
0.4845020421481012,5.00075,22.0,2.10875,16.0
0.21907222818925465,4.82,25.0,1.8075,25.0
0.5517494304904801,4.82,19.0,2.41,25.0
0.6672080194660998,4.82,19.0,1.8075,25.0
0.4898348714580787,5.00075,22.0,2.10875,22.0
0.3492683324586746,4.82,19.0,1.205,25.0
0.5054345883011737,5.00075,22.0,1.50625,22.0
0.9217962033068372,4.82,13.0,2.41,19.0
0.5121934580721267,5.00075,16.0,2.10875,16.0
0.643933194120258,4.82,13.0,1.8075,25.0
0.5169828902138733,5.00075,16.0,2.10875,22.0
0.4964911091614155,5.00075,16.0,1.50625,22.0
0.5148624625764138,5.1815,13.0,0.6025,7.0
0.49818173796468046,5.1815,13.0,1.205,7.0
0.5118824420752035,5.1815,13.0,0.6025,13.0
0.4987791501940346,5.1815,7.0,1.205,7.0
0.5138420355955098,5.1815,7.0,1.205,13.0
0.5099688057715761,5.1815,7.0,0.6025,13.0
0.5034469630637939,5.00075,10.0,0.90375,10.0
0.5077774205514598,5.543,7.0,0.6025,7.0
0.5089647952620517,5.543,1.0,0.6025,7.0
0.5039064180543806,5.543,1.0,4.82e-20,7.0
0.5007170559697078,5.543,1.0,0.6025,1.0
0.5036252771121792,5.543,7.0,4.82e-20,7.0
0.5036252771121792,5.543,7.0,4.82e-20,1.0
0.4998564854458091,5.543,7.0,0.6025,1.0
0.5145555299209383,5.1815,1.0,0.6025,7.0
0.5035215961640176,5.1815,1.0,4.82e-20,7.0
0.5035215961640176,5.1815,1.0,4.82e-20,1.0
0.5049108204304615,5.1815,1.0,0.6025,1.0
0.5053327590380814,5.1815,7.0,4.82e-20,7.0
0.5053327590380814,5.1815,7.0,4.82e-20,1.0
0.5035195276145449,5.1815,7.0,0.6025,1.0
0.5000975755277042,5.36225,4.0,0.30125,4.0
0.5064765797214914,5.543,13.0,0.6025,7.0
0.4983757150796697,5.543,13.0,1.205,7.0
0.505544497591438,5.543,13.0,0.6025,13.0
0.49882799312345905,5.543,7.0,1.205,7.0
0.5078426871250203,5.543,7.0,1.205,13.0
0.5064523905819478,5.543,7.0,0.6025,13.0
0.4984449382332856,5.36225,10.0,0.90375,10.0
0.4991835719186878,5.543,1.0,1.205,7.0
0.5069334038875319,5.543,1.0,0.6025,13.0
0.4997102653358412,5.1815,1.0,1.205,7.0
0.5120595739087703,5.1815,1.0,1.205,13.0
0.5076409869302669,5.1815,1.0,0.6025,13.0
0.49986967823107686,5.36225,4.0,0.90375,10.0
0.5036252771121792,5.543,7.0,4.82e-20,13.0
0.5035215961640176,5.1815,1.0,4.82e-20,13.0
0.5053327590380814,5.1815,7.0,4.82e-20,13.0
0.5000387184473063,5.36225,4.0,0.30125,10.0
0.5078458244399102,5.543,7.0,1.205,1.0
0.5124023027101301,5.1815,1.0,1.205,1.0
0.5140265513876381,5.1815,7.0,1.205,1.0
0.49984838277467447,5.36225,4.0,0.90375,4.0
0.5029253303341937,5.543,13.0,4.82e-20,7.0
0.5071559560301926,5.1815,13.0,4.82e-20,7.0
0.5071559560301926,5.1815,13.0,4.82e-20,13.0
0.4868670909316348,5.36225,10.0,0.30125,10.0
0.4990257982679307,5.543,13.0,0.6025,1.0
0.5071559560301927,5.1815,13.0,4.82e-20,1.0
0.5019109957710438,5.1815,13.0,0.6025,1.0
0.48306687436009665,5.36225,10.0,0.30125,4.0
0.5146112582802678,5.1815,13.0,1.205,1.0
0.5020396785269912,5.36225,10.0,0.90375,4.0
0.5071294885659163,5.00075,4.0,0.90375,10.0
0.49708817026726515,5.00075,4.0,0.30125,10.0
0.4810407617653729,5.00075,4.0,0.30125,4.0
0.49912984076642564,5.00075,4.0,0.90375,4.0
0.49634946053634144,5.00075,10.0,0.30125,10.0
0.5047033669750773,5.00075,10.0,0.30125,4.0
0.4888474548270154,5.00075,10.0,0.90375,4.0
0.48461913222122377,4.82,19.0,0.6025,7.0
0.6539533514057806,4.82,19.0,1.205,7.0
0.3278641078778536,4.82,19.0,0.6025,13.0
0.4980698736410891,5.1815,19.0,1.205,7.0
0.5130568994539872,5.1815,19.0,0.6025,13.0
0.5103437533180629,5.00075,16.0,0.90375,10.0
0.5051939016586158,5.543,19.0,0.6025,7.0
0.5040187988583675,5.543,25.0,0.6025,7.0
0.5005735554840145,5.543,25.0,4.82e-20,7.0
0.4972679210030003,5.543,25.0,0.6025,1.0
0.5018675083266502,5.543,19.0,4.82e-20,7.0
0.5018675083266504,5.543,19.0,4.82e-20,1.0
0.4981819421599184,5.543,19.0,0.6025,1.0
0.5110987909686731,5.1815,25.0,0.6025,7.0
0.5095791045368705,5.1815,25.0,4.82e-20,7.0
0.5095791045368705,5.1815,25.0,4.82e-20,1.0
0.49931579378833013,5.1815,25.0,0.6025,1.0
0.5086748697207332,5.1815,19.0,4.82e-20,7.0
0.5086748697207331,5.1815,19.0,4.82e-20,1.0
0.5004231629769196,5.1815,19.0,0.6025,1.0
0.4830159904187983,5.36225,22.0,0.30125,4.0
0.4977485955750147,5.543,19.0,1.205,7.0
0.5043306386682562,5.543,19.0,0.6025,13.0
0.4995372185272252,5.36225,16.0,0.90375,10.0
0.4968960864293098,5.543,25.0,1.205,7.0
0.5029724606043517,5.543,25.0,0.6025,13.0
0.49845678979340036,5.1815,25.0,1.205,7.0
0.513257250459844,5.1815,25.0,0.6025,13.0
0.49892573428402454,5.36225,22.0,0.90375,10.0
0.5018675083266504,5.543,19.0,4.82e-20,13.0
0.5095791045368707,5.1815,25.0,4.82e-20,13.0
0.5086748697207331,5.1815,19.0,4.82e-20,13.0
0.487605476637772,5.36225,22.0,0.30125,10.0
0.505265228373956,5.543,19.0,1.205,1.0
0.5124864935234921,5.1815,25.0,1.205,1.0
0.514069321718458,5.1815,19.0,1.205,1.0
0.5021874184323348,5.36225,22.0,0.90375,4.0
0.5001632639520133,5.36225,16.0,0.30125,10.0
0.5004041544096078,5.36225,16.0,0.30125,4.0
0.4993400582067633,5.36225,16.0,0.90375,4.0
0.31419037126744886,4.82,25.0,0.6025,7.0
0.4106748194120524,4.82,25.0,1.205,7.0
0.752187720162441,4.82,25.0,0.6025,13.0
0.5032720900861294,5.00075,22.0,0.90375,10.0
0.7761332597960577,4.82,25.0,4.82e-20,7.0
0.38316597108023176,4.82,19.0,4.82e-20,7.0
0.38316597108023176,4.82,19.0,4.82e-20,13.0
0.4914962601417633,5.00075,22.0,0.30125,10.0
0.2188461073450615,4.82,25.0,0.6025,1.0
0.38316597108023176,4.82,19.0,4.82e-20,1.0
0.7090900046508001,4.82,19.0,0.6025,1.0
0.50179393906987,5.00075,22.0,0.30125,4.0
0.3751553855692774,4.82,19.0,1.205,1.0
0.48915209432741014,5.00075,22.0,0.90375,4.0
0.5009407843380538,5.00075,16.0,0.30125,10.0
0.4869313222186509,5.00075,16.0,0.30125,4.0
0.4969921413502454,5.00075,16.0,0.90375,4.0
0.3556807601076599,4.82,19.0,1.8075,7.0
0.2700587240225083,4.82,13.0,1.8075,7.0
0.5078422223021166,5.1815,13.0,1.8075,7.0
0.4928800875525934,5.00075,16.0,1.50625,10.0
0.5014823716567574,5.543,19.0,1.8075,7.0
0.5001433698647272,5.543,25.0,1.8075,7.0
0.4988716827261387,5.543,25.0,2.41,7.0
0.5016421058716678,5.543,25.0,1.8075,1.0
0.49792920148036623,5.543,19.0,2.41,7.0
0.49844894813556206,5.543,19.0,2.41,1.0
0.50241078684972,5.543,19.0,1.8075,1.0
0.5093860443600211,5.1815,25.0,1.8075,7.0
0.4926094922536738,5.1815,25.0,2.41,7.0
0.4927983744755995,5.1815,25.0,2.41,1.0
0.5071305219788507,5.1815,25.0,1.8075,1.0
0.49386753899322633,5.1815,19.0,2.41,7.0
0.4938016211141685,5.1815,19.0,2.41,1.0
0.505221772831614,5.1815,19.0,1.8075,1.0
0.501027906412107,5.36225,22.0,2.10875,4.0
0.5026606046385563,5.543,13.0,1.8075,7.0
0.4995732837376303,5.36225,16.0,1.50625,10.0
0.504114486626716,5.36225,22.0,1.50625,10.0
0.5016940785520343,5.36225,22.0,2.10875,10.0
0.4924733783851545,5.36225,22.0,1.50625,4.0
0.4972468212997082,5.543,13.0,2.41,7.0
0.49551297005233064,5.1815,13.0,2.41,7.0
0.4996132810121878,5.36225,16.0,2.10875,10.0
0.5028114995607578,5.543,13.0,1.8075,1.0
0.4952721111269177,5.1815,13.0,2.41,1.0
0.5033373674088399,5.1815,13.0,1.8075,1.0
0.49920547148806793,5.36225,16.0,2.10875,4.0
0.4998450363231728,5.36225,16.0,1.50625,4.0
0.7801148343114916,4.82,25.0,1.8075,7.0
0.5024597676380322,5.00075,22.0,1.50625,10.0
0.22777045981834654,4.82,25.0,2.41,7.0
0.6041656827509507,4.82,19.0,2.41,7.0
0.48201714452320155,5.00075,22.0,2.10875,10.0
0.6377251779804962,4.82,25.0,1.8075,1.0
0.6188492315438179,4.82,19.0,2.41,1.0
0.5167424830050205,4.82,19.0,1.8075,1.0
0.48338121305014314,5.00075,22.0,2.10875,4.0
0.5001460294544984,5.00075,22.0,1.50625,4.0
0.8673643927686838,4.82,13.0,2.41,7.0
0.5058397343466512,5.00075,16.0,2.10875,10.0
0.06862804338719863,4.82,13.0,1.8075,1.0
0.5004812999142465,5.00075,16.0,2.10875,4.0
0.5040800725330952,5.00075,16.0,1.50625,4.0
0.5850324108289763,4.82,19.0,0.6025,19.0
0.0983211868481938,4.82,13.0,0.6025,19.0
0.4995525758449947,5.1815,13.0,0.6025,19.0
0.5053189622264466,5.00075,16.0,0.90375,16.0
0.4974987466459758,5.543,19.0,0.6025,19.0
0.4964398377778496,5.543,25.0,0.6025,19.0
0.5005735554840144,5.543,25.0,4.82e-20,19.0
0.49884881165957795,5.543,25.0,0.6025,25.0
0.5018675083266502,5.543,19.0,4.82e-20,19.0
0.5018675083266504,5.543,19.0,4.82e-20,25.0
0.49978706963466724,5.543,19.0,0.6025,25.0
0.5010240215912881,5.1815,25.0,0.6025,19.0
0.5095791045368705,5.1815,25.0,4.82e-20,19.0
0.5095791045368707,5.1815,25.0,4.82e-20,25.0
0.5014172835052801,5.1815,25.0,0.6025,25.0
0.5086748697207332,5.1815,19.0,4.82e-20,19.0
0.5086748697207333,5.1815,19.0,4.82e-20,25.0
0.5031735677254576,5.1815,19.0,0.6025,25.0
0.5086166620110608,5.36225,22.0,0.30125,22.0
0.49828813855473797,5.543,13.0,0.6025,19.0
0.49970983689135173,5.36225,16.0,0.90375,16.0
0.5029164055711941,5.36225,22.0,0.90375,16.0
0.49766065122712555,5.36225,22.0,0.30125,16.0
0.4988412420459559,5.36225,22.0,0.90375,22.0
0.5029253303341937,5.543,13.0,4.82e-20,19.0
0.5071559560301926,5.1815,13.0,4.82e-20,19.0
0.50001182463032,5.36225,16.0,0.30125,16.0
0.5007338199868607,5.543,13.0,0.6025,25.0
0.5071559560301927,5.1815,13.0,4.82e-20,25.0
0.5051044752769824,5.1815,13.0,0.6025,25.0
0.500018586928271,5.36225,16.0,0.30125,22.0
0.4991953177728017,5.36225,16.0,0.90375,22.0
0.5654818686666647,4.82,25.0,0.6025,19.0
0.4843536009499667,5.00075,22.0,0.90375,16.0
0.7761332597960577,4.82,25.0,4.82e-20,19.0
0.38316597108023176,4.82,19.0,4.82e-20,19.0
0.48699531727440215,5.00075,22.0,0.30125,16.0
0.16642937422097615,4.82,25.0,0.6025,25.0
0.38316597108023176,4.82,19.0,4.82e-20,25.0
0.6881448629274594,4.82,19.0,0.6025,25.0
0.4903344503082473,5.00075,22.0,0.30125,22.0
0.505015240414362,5.00075,22.0,0.90375,22.0
0.1813771174789831,4.82,13.0,4.82e-20,19.0
0.5126443383574844,5.00075,16.0,0.30125,16.0
0.7300530459472298,4.82,13.0,0.6025,25.0
0.5167288001491652,5.00075,16.0,0.30125,22.0
0.501205426807082,5.00075,16.0,0.90375,22.0
0.47671084147261067,4.82,7.0,1.8075,7.0
0.7916626834967145,4.82,7.0,1.8075,13.0
0.5069508903385457,5.1815,7.0,1.8075,13.0
0.4989470071086952,5.00075,10.0,1.50625,10.0
0.5035332167117356,5.543,7.0,1.8075,7.0
0.5040070955353089,5.543,1.0,1.8075,7.0
0.49695308076241973,5.543,1.0,2.41,7.0
0.5025257362026065,5.543,1.0,1.8075,1.0
0.49691260658537817,5.543,7.0,2.41,7.0
0.4972027932308529,5.543,7.0,2.41,1.0
0.50283263329565,5.543,7.0,1.8075,1.0
0.5043899026630202,5.1815,1.0,1.8075,7.0
0.4987770256227758,5.1815,1.0,2.41,7.0
0.4984494780332742,5.1815,1.0,2.41,1.0
0.5006294338342565,5.1815,1.0,1.8075,1.0
0.4972439041027046,5.1815,7.0,2.41,7.0
0.4969180518560272,5.1815,7.0,2.41,1.0
0.5017488791296899,5.1815,7.0,1.8075,1.0
0.49981781404050507,5.36225,4.0,2.10875,4.0
0.5016524194052511,5.543,7.0,1.8075,13.0
0.5047670577321735,5.36225,10.0,1.50625,10.0
0.5026119200039645,5.543,1.0,1.8075,13.0
0.5062044817510414,5.1815,1.0,1.8075,13.0
0.4998993310255009,5.36225,4.0,1.50625,10.0
0.49667649500800604,5.543,7.0,2.41,13.0
0.4991380324303417,5.1815,1.0,2.41,13.0
0.49762887882175577,5.1815,7.0,2.41,13.0
0.4999183855508764,5.36225,4.0,2.10875,10.0
0.4999499059663194,5.36225,4.0,1.50625,4.0
0.501015915562118,5.36225,10.0,2.10875,10.0
0.5007493227219493,5.36225,10.0,2.10875,4.0
0.4920880206904936,5.36225,10.0,1.50625,4.0
0.5021028255108484,4.82,1.0,1.8075,7.0
0.5065833536782514,4.82,1.0,1.8075,13.0
0.4940885151358082,5.00075,4.0,1.50625,10.0
0.49898625452577505,4.82,1.0,2.41,7.0
0.6525085420434387,4.82,7.0,2.41,7.0
0.691421395494751,4.82,7.0,2.41,13.0
0.5091434768208223,5.00075,4.0,2.10875,10.0
0.49055391358007794,4.82,1.0,1.8075,1.0
0.6111914007779,4.82,7.0,2.41,1.0
0.17215087178875121,4.82,7.0,1.8075,1.0
0.5027390717046102,5.00075,4.0,2.10875,4.0
0.49953817417346125,5.00075,4.0,1.50625,4.0
0.48415318723598655,5.00075,10.0,2.10875,10.0
0.4833829369892787,5.00075,10.0,2.10875,4.0
0.5018979490976582,5.00075,10.0,1.50625,4.0
0.758960352634966,4.82,7.0,1.8075,19.0
0.13543725100411175,4.82,7.0,1.205,19.0
0.49901652098140314,5.1815,7.0,1.205,19.0
0.4905900370590557,5.00075,10.0,1.50625,16.0
0.4993283842526791,5.543,7.0,1.8075,19.0
0.49992628409597417,5.543,1.0,1.8075,19.0
0.49680878174593734,5.543,1.0,2.41,19.0
