0,1,2,3,4
0.5000000000000004,4.028,1.0,4.24e-20,1.0
0.5002162276844007,4.452000000000001,25.0,2.12,25.0
0.5000000000000004,4.452000000000001,1.0,4.24e-20,1.0
0.500000000000006,4.452000000000001,25.0,4.24e-20,1.0
0.5002218664411378,4.452000000000001,25.0,2.12,1.0
0.50000000000001,4.452000000000001,25.0,4.24e-20,25.0
0.5000679480519401,4.452000000000001,1.0,2.12,1.0
0.5000589193782079,4.452000000000001,1.0,2.12,25.0
0.5000000000000044,4.452000000000001,1.0,4.24e-20,25.0
0.500000000000002,4.028,25.0,4.24e-20,1.0
0.5014758768350448,4.028,25.0,2.12,1.0
0.5014986144236255,4.028,25.0,2.12,25.0
0.500000000000006,4.028,25.0,4.24e-20,25.0
0.5004854135306337,4.028,1.0,2.12,1.0
0.500544929216211,4.028,1.0,2.12,25.0
0.5000000000000043,4.028,1.0,4.24e-20,25.0
0.5276056823103707,4.24,13.0,1.06,13.0
0.5038069032812925,4.028,13.0,1.06,13.0
0.5044130382160419,4.028,1.0,1.06,13.0
0.5000000000000022,4.028,1.0,4.24e-20,13.0
0.5044253790563736,4.028,1.0,1.06,1.0
0.5000000000000033,4.028,13.0,4.24e-20,13.0
0.5000000000000013,4.028,13.0,4.24e-20,1.0
0.5037746709601497,4.028,13.0,1.06,1.0
0.5050198775856451,4.24,1.0,1.06,13.0
0.5000000000000022,4.24,1.0,4.24e-20,13.0
0.5000000000000002,4.24,1.0,4.24e-20,1.0
0.5049523561821638,4.24,1.0,1.06,1.0
0.5000000000000042,4.24,13.0,4.24e-20,13.0
0.5000000000000021,4.24,13.0,4.24e-20,1.0
0.527246906326331,4.24,13.0,1.06,1.0
0.49602455184260275,4.134,7.0,0.53,7.0
0.5001713450471919,4.452000000000001,13.0,1.06,13.0
0.4991063037097858,4.452000000000001,25.0,1.06,13.0
0.5002190693460458,4.452000000000001,25.0,2.12,13.0
0.4991010139355172,4.452000000000001,25.0,1.06,25.0
0.4998308614288449,4.452000000000001,13.0,2.12,13.0
0.49983015696067556,4.452000000000001,13.0,2.12,25.0
0.5001755041654123,4.452000000000001,13.0,1.06,25.0
0.47645300183327033,4.24,25.0,1.06,13.0
0.5135479911890002,4.24,25.0,2.12,13.0
0.513549398786016,4.24,25.0,2.12,25.0
0.4761215933072499,4.24,25.0,1.06,25.0
0.4853311211222554,4.24,13.0,2.12,13.0
0.48534139162443535,4.24,13.0,2.12,25.0
0.5279642042952354,4.24,13.0,1.06,25.0
0.5042788965817437,4.346,19.0,1.59,19.0
0.4990795605047508,4.452000000000001,1.0,1.06,13.0
0.5000000000000024,4.452000000000001,1.0,4.24e-20,13.0
0.4990811459064244,4.452000000000001,1.0,1.06,1.0
0.5000000000000054,4.452000000000001,13.0,4.24e-20,13.0
0.5000000000000033,4.452000000000001,13.0,4.24e-20,1.0
0.5001672102321176,4.452000000000001,13.0,1.06,1.0
0.4972502235730515,4.346,7.0,0.53,7.0
0.5000000000000081,4.452000000000001,25.0,4.24e-20,13.0
0.49911168624391267,4.452000000000001,25.0,1.06,1.0
0.5000000000000056,4.24,25.0,4.24e-20,13.0
0.5000000000000036,4.24,25.0,4.24e-20,1.0
0.4767842844483001,4.24,25.0,1.06,1.0
0.5033908126397698,4.346,19.0,0.53,7.0
0.4998316009537419,4.452000000000001,13.0,2.12,1.0
0.5135437878483418,4.24,25.0,2.12,1.0
0.48532387503205654,4.24,13.0,2.12,1.0
0.4994163313898897,4.346,19.0,1.59,7.0
0.5000000000000075,4.452000000000001,13.0,4.24e-20,25.0
0.5000000000000075,4.24,25.0,4.24e-20,25.0
0.500000000000006,4.24,13.0,4.24e-20,25.0
0.5026695807773764,4.346,19.0,0.53,19.0
0.5000634397547912,4.452000000000001,1.0,2.12,13.0
0.49723903737070485,4.24,1.0,2.12,13.0
0.4972386575140434,4.24,1.0,2.12,1.0
0.49962226065607385,4.346,7.0,1.59,7.0
0.4990781243286335,4.452000000000001,1.0,1.06,25.0
0.4972399866992543,4.24,1.0,2.12,25.0
0.5050873837385741,4.24,1.0,1.06,25.0
0.4984834363039695,4.346,7.0,1.59,19.0
0.5000000000000043,4.24,1.0,4.24e-20,25.0
0.4998193419749515,4.346,7.0,0.53,19.0
0.4994039393936677,4.028,25.0,1.06,13.0
0.500000000000004,4.028,25.0,4.24e-20,13.0
0.49944009451759197,4.028,25.0,1.06,1.0
0.5178552907109641,4.134,19.0,0.53,7.0
0.5014874003342694,4.028,25.0,2.12,13.0
0.49867932629480105,4.028,13.0,2.12,13.0
0.49867123629730703,4.028,13.0,2.12,1.0
0.5045462733168999,4.134,19.0,1.59,7.0
0.49936740441547256,4.028,25.0,1.06,25.0
0.49868768692508925,4.028,13.0,2.12,25.0
0.503838866674764,4.028,13.0,1.06,25.0
0.505088588510008,4.134,19.0,1.59,19.0
0.5000000000000053,4.028,13.0,4.24e-20,25.0
0.4963031313380295,4.134,19.0,0.53,19.0
0.5005152278478048,4.028,1.0,2.12,13.0
0.4998146945331451,4.134,7.0,1.59,7.0
0.5043997114169978,4.028,1.0,1.06,25.0
0.4969628815486453,4.134,7.0,1.59,19.0
0.4988937031839503,4.134,7.0,0.53,19.0
0.5833138757458443,4.24,7.0,0.53,7.0
0.5796531801537708,4.24,13.0,0.53,7.0
0.5250679994335925,4.24,13.0,1.06,7.0
0.514268728573531,4.24,13.0,0.53,13.0
0.5271312792987063,4.24,7.0,1.06,7.0
0.5285047875341629,4.24,7.0,1.06,13.0
0.5142685052944058,4.24,7.0,0.53,13.0
0.5014298378090541,4.134,13.0,0.53,7.0
0.49025685496397065,4.134,13.0,1.06,7.0
0.5046352818454136,4.134,13.0,1.06,13.0
0.5075969207092441,4.134,13.0,0.53,13.0
0.4983120328842182,4.134,7.0,1.06,7.0
0.49880239203585497,4.134,7.0,1.06,13.0
0.49960384483415143,4.134,7.0,0.53,13.0
0.5154126900398621,4.187,10.0,0.795,10.0
0.49498487562496185,4.028,7.0,0.53,7.0
0.5040413178910754,4.028,1.0,0.53,7.0
0.5000000000000013,4.028,1.0,4.24e-20,7.0
0.490834459196152,4.028,1.0,0.53,1.0
0.5000000000000018,4.028,7.0,4.24e-20,7.0
0.5000000000000009,4.028,7.0,4.24e-20,1.0
0.4925292971341684,4.028,7.0,0.53,1.0
0.5179520272007636,4.134,1.0,0.53,7.0
0.5000000000000011,4.134,1.0,4.24e-20,7.0
0.5000000000000002,4.134,1.0,4.24e-20,1.0
0.5061285395709461,4.134,1.0,0.53,1.0
0.5000000000000017,4.134,7.0,4.24e-20,7.0
0.5000000000000007,4.134,7.0,4.24e-20,1.0
0.4953572211461127,4.134,7.0,0.53,1.0
0.4984179215780762,4.0809999999999995,4.0,0.265,4.0
0.5088720977067892,4.028,13.0,0.53,7.0
0.5009462519310303,4.028,13.0,1.06,7.0
0.5029098108397908,4.028,13.0,0.53,13.0
0.4969644121357608,4.028,7.0,1.06,7.0
0.49886757518214797,4.028,7.0,1.06,13.0
0.5001580626473128,4.028,7.0,0.53,13.0
0.5039711152858896,4.0809999999999995,10.0,0.795,10.0
0.49385988918548085,4.028,1.0,1.06,7.0
0.5060629294364825,4.028,1.0,0.53,13.0
0.49922469644103284,4.134,1.0,1.06,7.0
0.5088194306522522,4.134,1.0,1.06,13.0
0.5078370998686956,4.134,1.0,0.53,13.0
