0,1,2,3,4
0.5000000000000007,3.49125,1.0,3.675e-20,1.0
0.5000110386227787,3.8587500000000006,25.0,1.8375000000000001,25.0
0.5000000000000011,3.8587500000000006,1.0,3.675e-20,1.0
0.5000000000000069,3.8587500000000006,25.0,3.675e-20,1.0
0.49997103137195054,3.8587500000000006,25.0,1.8375000000000001,1.0
0.5000000000000161,3.8587500000000006,25.0,3.675e-20,25.0
0.5000917463392621,3.8587500000000006,1.0,1.8375000000000001,1.0
0.5001189562419994,3.8587500000000006,1.0,1.8375000000000001,25.0
0.5000000000000102,3.8587500000000006,1.0,3.675e-20,25.0
0.5000000000000071,3.49125,25.0,3.675e-20,1.0
0.5014799930182,3.49125,25.0,1.8375000000000001,1.0
0.5014779517868997,3.49125,25.0,1.8375000000000001,25.0
0.5000000000000167,3.49125,25.0,3.675e-20,25.0
0.49708466290982023,3.49125,1.0,1.8375000000000001,1.0
0.49831202220421944,3.49125,1.0,1.8375000000000001,25.0
0.5000000000000102,3.49125,1.0,3.675e-20,25.0
0.582842037974272,3.6750000000000003,13.0,0.9187500000000001,13.0
0.5115483523826767,3.49125,13.0,0.9187500000000001,13.0
0.538408432824043,3.49125,1.0,0.9187500000000001,13.0
0.5000000000000054,3.49125,1.0,3.675e-20,13.0
0.5373785754433298,3.49125,1.0,0.9187500000000001,1.0
0.5000000000000087,3.49125,13.0,3.675e-20,13.0
0.500000000000004,3.49125,13.0,3.675e-20,1.0
0.5128954546588584,3.49125,13.0,0.9187500000000001,1.0
0.5177017015960814,3.6750000000000003,1.0,0.9187500000000001,13.0
0.5000000000000056,3.6750000000000003,1.0,3.675e-20,13.0
0.5000000000000009,3.6750000000000003,1.0,3.675e-20,1.0
0.5161386643187915,3.6750000000000003,1.0,0.9187500000000001,1.0
0.5000000000000092,3.6750000000000003,13.0,3.675e-20,13.0
0.5000000000000044,3.6750000000000003,13.0,3.675e-20,1.0
0.5778508855875051,3.6750000000000003,13.0,0.9187500000000001,1.0
0.5106709409769468,3.583125,7.0,0.45937500000000003,7.0
0.5007069211037298,3.8587500000000006,13.0,0.9187500000000001,13.0
0.501016650245621,3.8587500000000006,25.0,0.9187500000000001,13.0
0.49999114953551627,3.8587500000000006,25.0,1.8375000000000001,13.0
0.5010148276136686,3.8587500000000006,25.0,0.9187500000000001,25.0
0.5000581564108291,3.8587500000000006,13.0,1.8375000000000001,13.0
0.5000759660356274,3.8587500000000006,13.0,1.8375000000000001,25.0
0.5006785805653691,3.8587500000000006,13.0,0.9187500000000001,25.0
0.42150858359998045,3.6750000000000003,25.0,0.9187500000000001,13.0
0.5208933578139052,3.6750000000000003,25.0,1.8375000000000001,13.0
0.5206151368241998,3.6750000000000003,25.0,1.8375000000000001,25.0
0.41311029907232044,3.6750000000000003,25.0,0.9187500000000001,25.0
0.487847484033997,3.6750000000000003,13.0,1.8375000000000001,13.0
0.48875660135758603,3.6750000000000003,13.0,1.8375000000000001,25.0
0.587525134916768,3.6750000000000003,13.0,0.9187500000000001,25.0
0.5009019097350567,3.7668750000000006,19.0,1.378125,19.0
0.500295182778816,3.8587500000000006,1.0,0.9187500000000001,13.0
0.5000000000000056,3.8587500000000006,1.0,3.675e-20,13.0
0.5003351009983543,3.8587500000000006,1.0,0.9187500000000001,1.0
0.5000000000000087,3.8587500000000006,13.0,3.675e-20,13.0
0.500000000000004,3.8587500000000006,13.0,3.675e-20,1.0
0.500726785939283,3.8587500000000006,13.0,0.9187500000000001,1.0
0.4978578110755957,3.7668750000000006,7.0,0.45937500000000003,7.0
0.5000000000000113,3.8587500000000006,25.0,3.675e-20,13.0
0.501009616598789,3.8587500000000006,25.0,0.9187500000000001,1.0
0.5000000000000129,3.6750000000000003,25.0,3.675e-20,13.0
0.5000000000000082,3.6750000000000003,25.0,3.675e-20,1.0
0.42985966055191904,3.6750000000000003,25.0,0.9187500000000001,1.0
0.4973270119320278,3.7668750000000006,19.0,0.45937500000000003,7.0
0.5000389472548664,3.8587500000000006,13.0,1.8375000000000001,1.0
0.5207993793511421,3.6750000000000003,25.0,1.8375000000000001,1.0
0.4871402370382748,3.6750000000000003,13.0,1.8375000000000001,1.0
0.5193092984223324,3.7668750000000006,19.0,1.378125,7.0
0.5000000000000134,3.8587500000000006,13.0,3.675e-20,25.0
0.5000000000000175,3.6750000000000003,25.0,3.675e-20,25.0
0.5000000000000138,3.6750000000000003,13.0,3.675e-20,25.0
0.47275860535834024,3.7668750000000006,19.0,0.45937500000000003,19.0
0.5001064356443773,3.8587500000000006,1.0,1.8375000000000001,13.0
0.4961175232051386,3.6750000000000003,1.0,1.8375000000000001,13.0
0.4960711426049832,3.6750000000000003,1.0,1.8375000000000001,1.0
0.5172004234051839,3.7668750000000006,7.0,1.378125,7.0
0.5002487649454002,3.8587500000000006,1.0,0.9187500000000001,25.0
0.4962318423300005,3.6750000000000003,1.0,1.8375000000000001,25.0
0.519245396870093,3.6750000000000003,1.0,0.9187500000000001,25.0
0.5019658665542308,3.7668750000000006,7.0,1.378125,19.0
0.5000000000000102,3.6750000000000003,1.0,3.675e-20,25.0
0.475378738454471,3.7668750000000006,7.0,0.45937500000000003,19.0
0.4946844725771089,3.49125,25.0,0.9187500000000001,13.0
0.5000000000000119,3.49125,25.0,3.675e-20,13.0
0.49527846038482126,3.49125,25.0,0.9187500000000001,1.0
0.5187266096490901,3.583125,19.0,0.45937500000000003,7.0
0.5014923185128407,3.49125,25.0,1.8375000000000001,13.0
0.5036034901824362,3.49125,13.0,1.8375000000000001,13.0
0.5030740261064135,3.49125,13.0,1.8375000000000001,1.0
0.4505415132442976,3.583125,19.0,1.378125,7.0
0.4940846250309008,3.49125,25.0,0.9187500000000001,25.0
0.5040589137302285,3.49125,13.0,1.8375000000000001,25.0
0.5099670583987362,3.49125,13.0,0.9187500000000001,25.0
0.5555047479236472,3.583125,19.0,1.378125,19.0
0.5000000000000133,3.49125,13.0,3.675e-20,25.0
0.5521175071531688,3.583125,19.0,0.45937500000000003,19.0
0.49768355465899294,3.49125,1.0,1.8375000000000001,13.0
0.5108374869162264,3.583125,7.0,1.378125,7.0
0.5391752409015116,3.49125,1.0,0.9187500000000001,25.0
0.5597388135010225,3.583125,7.0,1.378125,19.0
0.4666062957650723,3.583125,7.0,0.45937500000000003,19.0
0.5006357535685111,3.6750000000000003,7.0,0.45937500000000003,7.0
0.5084756278905134,3.6750000000000003,13.0,0.45937500000000003,7.0
0.5230862321602393,3.6750000000000003,13.0,0.9187500000000001,7.0
0.4743537418009637,3.6750000000000003,13.0,0.45937500000000003,13.0
0.5652846756024166,3.6750000000000003,7.0,0.9187500000000001,7.0
0.6005716673172405,3.6750000000000003,7.0,0.9187500000000001,13.0
0.40799471566650625,3.6750000000000003,7.0,0.45937500000000003,13.0
0.5161640392255336,3.583125,13.0,0.45937500000000003,7.0
0.4732844888023293,3.583125,13.0,0.9187500000000001,7.0
0.5529565234688371,3.583125,13.0,0.9187500000000001,13.0
0.5513602184745586,3.583125,13.0,0.45937500000000003,13.0
0.4924112040830366,3.583125,7.0,0.9187500000000001,7.0
0.5498788836211654,3.583125,7.0,0.9187500000000001,13.0
0.5196611386335652,3.583125,7.0,0.45937500000000003,13.0
0.49908837335715417,3.6290625000000003,10.0,0.6890625,10.0
0.5135394133512208,3.49125,7.0,0.45937500000000003,7.0
0.5103908687876073,3.49125,1.0,0.45937500000000003,7.0
0.5000000000000031,3.49125,1.0,3.675e-20,7.0
0.4573511868913598,3.49125,1.0,0.45937500000000003,1.0
0.5000000000000048,3.49125,7.0,3.675e-20,7.0
0.5000000000000024,3.49125,7.0,3.675e-20,1.0
0.4567457313581269,3.49125,7.0,0.45937500000000003,1.0
0.5046106301061174,3.583125,1.0,0.45937500000000003,7.0
0.5000000000000031,3.583125,1.0,3.675e-20,7.0
0.5000000000000007,3.583125,1.0,3.675e-20,1.0
0.4697985554062375,3.583125,1.0,0.45937500000000003,1.0
0.5000000000000049,3.583125,7.0,3.675e-20,7.0
0.5000000000000027,3.583125,7.0,3.675e-20,1.0
0.44950368113484285,3.583125,7.0,0.45937500000000003,1.0
0.49832302475861123,3.5371875,4.0,0.22968750000000002,4.0
0.5114614936375763,3.49125,13.0,0.45937500000000003,7.0
0.4635465041715183,3.49125,13.0,0.9187500000000001,7.0
0.5612564941180809,3.49125,13.0,0.45937500000000003,13.0
0.4685530277817357,3.49125,7.0,0.9187500000000001,7.0
0.5308917088087112,3.49125,7.0,0.9187500000000001,13.0
0.5558787487489101,3.49125,7.0,0.45937500000000003,13.0
0.4616260584720995,3.5371875,10.0,0.6890625,10.0
0.485764748816343,3.49125,1.0,0.9187500000000001,7.0
0.5288369926817607,3.49125,1.0,0.45937500000000003,13.0
0.5055080860879879,3.583125,1.0,0.9187500000000001,7.0
0.5345980619047164,3.583125,1.0,0.9187500000000001,13.0
0.4960375022614256,3.583125,1.0,0.45937500000000003,13.0
0.5026523790344741,3.5371875,4.0,0.6890625,10.0
0.5000000000000071,3.49125,7.0,3.675e-20,13.0
0.5000000000000054,3.583125,1.0,3.675e-20,13.0
0.5000000000000071,3.583125,7.0,3.675e-20,13.0
0.4982590022723479,3.5371875,4.0,0.22968750000000002,10.0
0.5310931685609703,3.49125,7.0,0.9187500000000001,1.0
0.5327264213083371,3.583125,1.0,0.9187500000000001,1.0
0.5479802919059331,3.583125,7.0,0.9187500000000001,1.0
0.5102332569563304,3.5371875,4.0,0.6890625,4.0
0.5000000000000064,3.49125,13.0,3.675e-20,7.0
0.5000000000000064,3.583125,13.0,3.675e-20,7.0
0.5000000000000087,3.583125,13.0,3.675e-20,13.0
0.506460638327279,3.5371875,10.0,0.22968750000000002,10.0
0.47277411586353124,3.49125,13.0,0.45937500000000003,1.0
0.5000000000000042,3.583125,13.0,3.675e-20,1.0
0.4380306046164004,3.583125,13.0,0.45937500000000003,1.0
0.49942575037196635,3.5371875,10.0,0.22968750000000002,4.0
0.5519015936678886,3.583125,13.0,0.9187500000000001,1.0
0.43998011936988957,3.5371875,10.0,0.6890625,4.0
0.49931265398228997,3.6750000000000003,1.0,0.45937500000000003,7.0
